Devices,,,,
1000,,,,
,,1412755 - Force,,
Frame,Sub Frame,Fx,Fy,Fz
,,N,N,N
167,3,5.21706,-49.2808,-396.591
168,0,5.10433,-48.7633,-392.896
168,1,4.98706,-48.2333,-389.339
168,2,4.88023,-47.6852,-385.856
168,3,4.78996,-47.1191,-382.413
169,0,4.71132,-46.5412,-378.963
169,1,4.63614,-45.9587,-375.402
169,2,4.55802,-45.3792,-371.623
169,3,4.47175,-44.8059,-367.628
170,0,4.37562,-44.2336,-363.518
170,1,4.27583,-43.6544,-359.373
170,2,4.18148,-43.064,-355.223
170,3,4.09343,-42.4643,-351.073
171,0,4.00289,-41.8619,-346.926
171,1,3.90032,-41.2586,-342.803
171,2,3.78288,-40.6498,-338.758
171,3,3.65436,-40.0339,-334.858
172,0,3.518,-39.4157,-331.135
172,1,3.37275,-38.7984,-327.574
172,2,3.22074,-38.1808,-324.13
172,3,3.06943,-37.5626,-320.732
173,0,2.92439,-36.9496,-317.296
173,1,2.79203,-36.3498,-313.779
173,2,2.68614,-35.7624,-310.199
173,3,2.61932,-35.1781,-306.604
174,0,2.59039,-34.5857,-303.042
174,1,2.58695,-33.9741,-299.568
174,2,2.59629,-33.3313,-296.252
174,3,2.6104,-32.6505,-293.133
175,0,2.62547,-31.931,-290.191
175,1,2.6391,-31.1701,-287.372
175,2,2.64812,-30.3662,-284.641
175,3,2.65326,-29.5274,-282.023
176,0,2.66256,-28.665,-279.577
176,1,2.68187,-27.7853,-277.351
176,2,2.70749,-26.8921,-275.341
176,3,2.73321,-25.986,-273.492
177,0,2.75661,-25.0608,-271.742
177,1,2.77727,-24.1072,-270.07
177,2,2.79746,-23.123,-268.52
177,3,2.82369,-22.116,-267.152
178,0,2.85749,-21.097,-265.984
178,1,2.89013,-20.0716,-265.006
178,2,2.91386,-19.0379,-264.226
178,3,2.92916,-17.9883,-263.647
179,0,2.93858,-16.9184,-263.271
179,1,2.94016,-15.8357,-263.121
179,2,2.92505,-14.7595,-263.214
179,3,2.88306,-13.711,-263.527
180,0,2.81385,-12.7021,-263.999
180,1,2.72636,-11.7329,-264.543
180,2,2.62782,-10.7995,-265.083
180,3,2.51974,-9.90535,-265.624
181,0,2.39922,-9.06043,-266.246
181,1,2.26182,-8.26853,-267.018
181,2,2.10808,-7.51931,-267.939
181,3,1.94449,-6.79851,-268.98
182,0,1.77615,-6.10092,-270.151
182,1,1.60253,-5.4268,-271.498
182,2,1.42102,-4.77674,-273.034
182,3,1.23245,-4.15615,-274.73
183,0,1.04114,-3.57209,-276.546
183,1,0.84803,-3.02243,-278.465
183,2,0.646948,-2.49807,-280.507
183,3,0.430791,-1.99408,-282.698
184,0,0.196339,-1.5132,-285.041
184,1,-0.0569551,-1.06054,-287.53
184,2,-0.325885,-0.636619,-290.191
184,3,-0.603821,-0.239127,-293.055
185,0,-0.884751,0.129995,-296.113
185,1,-1.16284,0.465755,-299.343
185,2,-1.4319,0.76782,-302.743
185,3,-1.68933,1.04354,-306.318
186,0,-1.93713,1.30322,-310.063
186,1,-2.17801,1.55597,-313.987
186,2,-2.41311,1.81155,-318.124
186,3,-2.64521,2.08094,-322.49
187,0,-2.87799,2.37017,-327.041
187,1,-3.10917,2.67479,-331.693
187,2,-3.3328,2.98478,-336.382
187,3,-3.54547,3.29429,-341.092
188,0,-3.7437,3.60413,-345.861
188,1,-3.9231,3.91937,-350.773
188,2,-4.08157,4.24831,-355.916
188,3,-4.21978,4.59995,-361.341
189,0,-4.34235,4.98039,-367.06
189,1,-4.45939,5.39291,-373.053
189,2,-4.58375,5.83867,-379.27
189,3,-4.727,6.3121,-385.675
190,0,-4.89643,6.79621,-392.26
190,1,-5.08983,7.2646,-399.053
190,2,-5.29346,7.68727,-406.11
190,3,-5.48962,8.03859,-413.465
191,0,-5.66513,8.308,-421.088
191,1,-5.81464,8.5019,-428.918
191,2,-5.94199,8.63329,-436.893
191,3,-6.06029,8.71445,-444.942
192,0,-6.18591,8.75589,-453.005
192,1,-6.3258,8.76485,-461.11
192,2,-6.46706,8.74674,-469.395
192,3,-6.58122,8.7105,-478.01
193,0,-6.64589,8.67126,-486.975
193,1,-6.66159,8.64762,-496.181
193,2,-6.64745,8.65763,-505.503
193,3,-6.6274,8.71172,-514.915
194,0,-6.61805,8.80514,-524.499
194,1,-6.62486,8.92264,-534.364
194,2,-6.6483,9.05092,-544.553
194,3,-6.68463,9.18242,-555.046
195,0,-6.7199,9.30852,-565.845
195,1,-6.73888,9.41345,-577.016
195,2,-6.74342,9.4774,-588.623
195,3,-6.75204,9.48739,-600.681
196,0,-6.78155,9.44683,-613.194
196,1,-6.8358,9.37109,-626.171
196,2,-6.90758,9.27121,-639.602
196,3,-6.98473,9.14971,-653.455
197,0,-7.05704,9.0118,-667.694
197,1,-7.11858,8.87144,-682.333
197,2,-7.16588,8.74597,-697.476
197,3,-7.19872,8.64882,-713.244
198,0,-7.21776,8.58751,-729.667
198,1,-7.22031,8.56703,-746.668
198,2,-7.20423,8.59322,-764.139
198,3,-7.17297,8.67281,-782.014
199,0,-7.13278,8.81262,-800.303
199,1,-7.09017,9.01762,-819.078
199,2,-7.05249,9.2831,-838.421
199,3,-7.02304,9.5898,-858.376
200,0,-6.99473,9.9108,-878.95
200,1,-6.9547,10.2206,-900.136
200,2,-6.89935,10.4964,-921.915
200,3,-6.84207,10.7129,-944.28
201,0,-6.80008,10.8405,-967.245
201,1,-6.77659,10.8546,-990.854
201,2,-6.76399,10.7429,-1015.15
201,3,-6.76014,10.4958,-1040.14
202,0,-6.7736,10.0969,-1065.72
202,1,-6.8157,9.53174,-1091.75
202,2,-6.8911,8.79897,-1118.14
202,3,-6.99217,7.90413,-1144.86
203,0,-7.10231,6.85224,-1171.91
203,1,-7.20957,5.64827,-1199.25
203,2,-7.31577,4.30138,-1226.82
203,3,-7.42975,2.83081,-1254.53
204,0,-7.55595,1.26427,-1282.23
204,1,-7.69206,-0.370221,-1309.72
204,2,-7.83422,-2.0444,-1336.93
204,3,-7.98244,-3.72439,-1363.93
205,0,-8.1443,-5.37406,-1390.82
205,1,-8.33344,-6.96101,-1417.62
205,2,-8.55845,-8.45247,-1444.21
205,3,-8.81159,-9.80761,-1470.49
206,0,-9.07127,-10.9808,-1496.42
206,1,-9.31659,-11.9345,-1521.99
206,2,-9.53808,-12.6491,-1547.17
206,3,-9.7394,-13.1232,-1571.9
207,0,-9.93533,-13.3638,-1596.11
207,1,-10.1471,-13.373,-1619.76
207,2,-10.3944,-13.144,-1642.84
207,3,-10.6878,-12.6673,-1665.34
208,0,-11.0275,-11.9353,-1687.2
208,1,-11.4053,-10.9441,-1708.33
208,2,-11.809,-9.69571,-1728.66
208,3,-12.2288,-8.19593,-1748.08
209,0,-12.6591,-6.45321,-1766.57
209,1,-13.0917,-4.48104,-1784.17
209,2,-13.5091,-2.2982,-1800.99
209,3,-13.8914,0.0729021,-1817.12
210,0,-14.2281,2.603,-1832.6
210,1,-14.5146,5.25671,-1847.45
210,2,-14.7405,8.0057,-1861.67
210,3,-14.8882,10.8361,-1875.31
211,0,-14.9444,13.7357,-1888.32
211,1,-14.9096,16.6779,-1900.67
211,2,-14.7969,19.6245,-1912.25
211,3,-14.6214,22.5427,-1923.02
212,0,-14.3814,25.4161,-1933.02
212,1,-14.0534,28.2459,-1942.33
212,2,-13.6215,31.0458,-1951
212,3,-13.1,33.8279,-1959.06
213,0,-12.5174,36.5913,-1966.46
213,1,-11.895,39.3267,-1973.17
213,2,-11.2478,42.027,-1979.11
213,3,-10.5876,44.6957,-1984.23
214,0,-9.91839,47.3459,-1988.51
214,1,-9.23228,49.9921,-1991.96
214,2,-8.51923,52.6438,-1994.61
214,3,-7.78058,55.3068,-1996.5
215,0,-7.03489,57.9843,-1997.64
215,1,-6.31372,60.6762,-1997.99
215,2,-5.64799,63.3817,-1997.49
215,3,-5.0535,66.1025,-1996.09
216,0,-4.52899,68.8389,-1993.82
216,1,-4.06639,71.5879,-1990.67
216,2,-3.66072,74.3514,-1986.62
216,3,-3.3121,77.1377,-1981.63
217,0,-3.0236,79.954,-1975.77
217,1,-2.79653,82.8029,-1969.09
217,2,-2.62394,85.6901,-1961.66
217,3,-2.49181,88.626,-1953.48
218,0,-2.38854,91.6153,-1944.55
218,1,-2.30616,94.6488,-1934.87
218,2,-2.23414,97.7046,-1924.46
218,3,-2.16345,100.755,-1913.3
219,0,-2.096,103.768,-1901.33
219,1,-2.04541,106.713,-1888.54
219,2,-2.03553,109.563,-1874.97
219,3,-2.09668,112.302,-1860.64
220,0,-2.25597,114.918,-1845.56
220,1,-2.53329,117.405,-1829.76
220,2,-2.93956,119.761,-1813.29
220,3,-3.46639,121.97,-1796.24
221,0,-4.07317,123.991,-1778.68
221,1,-4.67268,125.755,-1760.71
221,2,-5.12053,127.198,-1742.49
221,3,-5.23894,128.309,-1724.17
222,0,-4.90851,129.116,-1705.79
222,1,-4.17852,129.621,-1687.33
222,2,-3.25523,129.759,-1668.7
222,3,-2.36763,129.452,-1649.86
223,0,-1.66678,128.662,-1630.8
223,1,-1.20873,127.402,-1611.49
223,2,-0.974626,125.702,-1591.84
223,3,-0.886313,123.567,-1571.74
224,0,-0.823761,120.943,-1551.15
224,1,-0.690297,117.741,-1530.09
224,2,-0.475919,113.921,-1508.59
224,3,-0.243348,109.613,-1486.6
225,0,-0.0640921,105.081,-1464.1
225,1,0.0214383,100.556,-1441.21
225,2,0.000712067,96.1885,-1418.14
225,3,-0.108105,92.0864,-1394.98
226,0,-0.256747,88.2826,-1371.67
226,1,-0.397167,84.7182,-1348.15
226,2,-0.501606,81.2905,-1324.39
226,3,-0.567681,77.8866,-1300.44
227,0,-0.622043,74.4157,-1276.41
227,1,-0.72296,70.8337,-1252.33
227,2,-0.959759,67.1266,-1228.18
227,3,-1.40886,63.2915,-1203.93
228,0,-2.07316,59.342,-1179.59
228,1,-2.88642,55.2992,-1155.17
228,2,-3.76016,51.1668,-1130.71
228,3,-4.62491,46.9294,-1106.24
229,0,-5.45509,42.5775,-1081.78
229,1,-6.25248,38.1179,-1057.31
229,2,-7.00988,33.5528,-1032.85
229,3,-7.69883,28.8858,-1008.41
230,0,-8.27464,24.1611,-983.969
230,1,-8.69808,19.4581,-959.534
230,2,-8.9625,14.8458,-935.155
230,3,-9.08975,10.362,-910.912
231,0,-9.11394,6.02443,-886.864
231,1,-9.07617,1.84028,-863.052
231,2,-9.0135,-2.19774,-839.478
231,3,-8.94736,-6.11404,-816.061
232,0,-8.88106,-9.93493,-792.657
232,1,-8.80246,-13.6676,-769.166
232,2,-8.68984,-17.2903,-745.59
232,3,-8.51497,-20.7613,-721.991
233,0,-8.25495,-24.0456,-698.426
233,1,-7.91525,-27.1263,-674.906
233,2,-7.53631,-29.9852,-651.384
233,3,-7.17801,-32.5938,-627.822
234,0,-6.8933,-34.9288,-604.242
234,1,-6.70016,-36.9884,-580.705
234,2,-6.57371,-38.7925,-557.238
234,3,-6.4612,-40.3611,-533.827
235,0,-6.31043,-41.6871,-510.434
235,1,-6.10397,-42.7439,-487.027
235,2,-5.86986,-43.5357,-463.598
235,3,-5.65282,-44.1324,-440.189
236,0,-5.47805,-44.6349,-416.893
236,1,-5.34158,-45.1048,-393.825
236,2,-5.22006,-45.5341,-371.084
236,3,-5.08017,-45.8761,-348.732
237,0,-4.89286,-46.0924,-326.765
237,1,-4.65304,-46.184,-305.11
237,2,-4.38269,-46.2045,-283.689
237,3,-4.1108,-46.2612,-262.506
238,0,-3.84812,-46.4863,-241.666
238,1,-3.57941,-46.966,-221.29
238,2,-3.28159,-47.688,-201.426
238,3,-2.95032,-48.5641,-182.084
239,0,-2.60762,-49.4992,-163.326
239,1,-2.28614,-50.44,-145.255
239,2,-2.0062,-51.367,-127.937
239,3,-1.76763,-52.2368,-111.41
240,0,-1.56777,-52.9107,-95.7805
240,1,-1.41853,-53.1245,-81.2303
240,2,-1.33273,-52.5289,-67.9287
240,3,-1.30257,-50.774,-55.9917
241,0,-1.29799,-47.5995,-45.4478
241,1,-1.26997,-42.8666,-36.1578
241,2,-1.16499,-36.5355,-27.8029
241,3,-0.962779,-28.7526,-20.0822
242,0,-0.694695,-20.141,-13.0258
242,1,-0.421582,-11.9338,-7.09173
242,2,-0.199287,-5.45188,-2.80477
242,3,-0.0537803,-1.30548,-0.277561
243,0,0.0208741,0.76092,0.842752
243,1,0.0461607,1.41166,1.08002
243,2,0.0442278,1.30183,0.888157
243,3,0.0315503,0.906771,0.570245
244,0,0.0178314,0.499775,0.285549
244,1,0.00736566,0.197141,0.0910547
244,2,0.00105681,0.0189659,-0.0138814
244,3,-0.00183764,-0.0598574,-0.0535767
245,0,-0.00254187,-0.0764,-0.0556146
245,1,-0.00215066,-0.0627278,-0.0415223
245,2,-0.0014112,-0.0402244,-0.0245398
245,3,-0.000726225,-0.0201098,-0.0109221
246,0,-0.000247747,-0.00638575,-0.00235381
246,1,1.67841E-05,0.00100829,0.00182392
246,2,0.000121741,0.0037972,0.00306287
246,3,0.000132479,0.00393152,0.00275301
247,0,0.000101344,0.00293127,0.00188545
247,1,6.12442E-05,0.00173016,0.0010201
247,2,2.82031E-05,0.000768485,0.000388065
247,3,6.95644E-06,0.00016416,2.23066E-05
248,0,-3.70375E-06,-0.000129999,-0.000135037
248,1,-7.12034E-06,-0.000216812,-0.000163882
248,2,-6.62195E-06,-0.00019451,-0.000131807
248,3,-4.63735E-06,-0.000133045,-8.31366E-05
249,0,-2.57073E-06,-7.18802E-05,-4.06699E-05
249,1,-1.02517E-06,-2.72662E-05,-1.21748E-05
249,2,-1.10294E-07,-1.48219E-06,2.88623E-06
249,3,2.97908E-07,9.58543E-06,8.34347E-06
250,0,3.8682E-07,1.15911E-05,8.36103E-06
250,1,3.1973E-07,9.30818E-06,6.1229E-06
250,2,2.06103E-07,5.86375E-06,3.55242E-06
250,3,1.03733E-07,2.86369E-06,1.53472E-06
251,0,3.35141E-08,8.53187E-07,2.87626E-07
251,1,-4.54337E-09,-2.07898E-07,-3.05672E-07
251,2,-1.90716E-08,-5.91149E-07,-4.69092E-07
251,3,-1.99617E-08,-5.90985E-07,-4.1074E-07
252,0,-1.49692E-08,-4.32205E-07,-2.76287E-07
252,1,-8.88327E-09,-2.5043E-07,-1.46452E-07
252,2,-3.97921E-09,-1.07957E-07,-5.33946E-08
252,3,-8.81244E-10,-2.0008E-08,-5.47696E-10
253,0,6.37374E-10,2.1759E-08,2.14677E-08
253,1,1.09462E-09,3.31989E-08,2.48126E-08
253,2,9.89863E-10,2.90171E-08,1.95332E-08
253,3,6.80683E-10,1.9494E-08,1.21028E-08
254,0,3.69941E-10,1.0318E-08,5.7778E-09
254,1,1.42005E-10,3.75003E-09,1.60882E-09
254,2,9.54786E-12,2.50593E-11,-5.48383E-10
254,3,-4.7828E-11,-1.52309E-09,-1.29378E-09
255,0,-5.8726E-11,-1.75469E-09,-1.25478E-09
255,1,-4.74646E-11,-1.3793E-09,-9.01661E-10
255,2,-3.00577E-11,-8.5354E-10,-5.13395E-10
255,3,-1.47825E-11,-4.06757E-10,-2.14853E-10
256,0,-4.49159E-12,-1.12639E-10,-3.36151E-11
256,1,9.7307E-13,3.93185E-11,5.04098E-11
256,2,2.97306E-12,9.16403E-11,7.1642E-11
256,3,3.00224E-12,8.86809E-11,6.11882E-11
257,0,2.20805E-12,6.36406E-11,4.043E-11
257,1,1.28642E-12,3.61878E-11,2.09825E-11
257,2,5.59576E-13,1.51093E-11,7.30002E-12
257,3,1.08526E-13,2.32918E-12,-3.22315E-13
258,0,-1.07267E-13,-3.58481E-12,-3.38992E-12
258,1,-1.67756E-13,-5.06934E-12,-3.74894E-12
258,2,-1.47735E-13,-4.32225E-12,-2.89071E-12
258,3,-9.97755E-14,-2.85234E-12,-1.75925E-12
259,0,-5.31343E-14,-1.47807E-12,-8.18594E-13
259,1,-1.95644E-14,-5.1245E-13,-2.09507E-13
259,2,-4.18877E-16,2.47514E-14,9.88011E-14
259,3,7.61615E-15,2.40402E-13,1.99847E-13
260,0,8.89574E-15,2.65078E-13,1.87991E-13
260,1,7.03625E-15,2.04101E-13,1.32599E-13
260,2,4.37716E-15,1.24056E-13,7.40672E-14
260,3,2.10131E-15,5.76174E-14,2.99554E-14
261,0,5.95232E-16,1.46512E-14,3.65699E-15
261,1,-1.87845E-16,-7.06318E-15,-8.20755E-15
261,2,-4.6144E-16,-1.41519E-14,-1.0913E-14
261,3,-4.50734E-16,-1.32846E-14,-9.10178E-15
262,0,-3.25257E-16,-9.35814E-15,-5.90797E-15
262,1,-1.85984E-16,-5.22015E-15,-2.99974E-15
262,2,-7.84056E-17,-2.10593E-15,-9.907E-16
262,3,-1.28327E-17,-2.51692E-16,1.06709E-16
263,0,1.7748E-17,5.83197E-16,5.32166E-16
263,1,2.56362E-17,7.72059E-16,5.65307E-16
263,2,2.20157E-17,6.42871E-16,4.27205E-16
263,3,1.4605E-17,4.16766E-16,2.5533E-16
264,0,7.61624E-18,2.11278E-16,1.15637E-16
264,1,2.67885E-18,6.95063E-17,2.67762E-17
264,2,-8.36879E-20,-7.826E-18,-1.71858E-17
264,3,-1.20437E-18,-3.77249E-17,-3.07622E-17
265,0,-1.34467E-18,-3.9966E-17,-2.81188E-17
265,1,-1.04161E-18,-3.01604E-17,-1.94736E-17
265,2,-6.36476E-19,-1.8003E-17,-1.06664E-17
265,3,-2.97899E-19,-8.13743E-18,-4.15741E-18
266,0,-7.77916E-20,-1.86965E-18,-3.47468E-19
266,1,3.41815E-20,1.22609E-18,1.32242E-18
266,2,7.1337E-20,2.17786E-18,1.65829E-18
266,3,6.75543E-20,1.98683E-18,1.35193E-18
267,0,4.7847E-20,1.37421E-18,8.62093E-19
267,1,2.68425E-20,7.51654E-19,4.27875E-19
267,2,1.0942E-20,2.92176E-19,1.33285E-19
267,3,1.42374E-21,2.35757E-20,-2.44124E-20
268,0,-2.89731E-21,-9.39039E-20,-8.31125E-20
268,1,-3.9073E-21,-1.17299E-19,-8.50827E-20
268,2,-3.27592E-21,-9.54792E-20,-6.30486E-20
268,3,-2.13489E-21,-6.08086E-20,-3.69988E-20
269,0,-1.08939E-21,-3.01312E-20,-1.6283E-20
269,1,-3.64192E-22,-9.34484E-21,-3.33783E-21
269,2,3.37031E-23,1.76627E-21,2.91536E-21
269,3,1.89303E-22,5.88978E-21,4.72003E-21
270,0,2.02853E-22,6.01438E-21,4.19923E-21
270,1,1.53983E-22,4.45076E-21,2.856E-21
270,2,9.24075E-23,2.60844E-21,1.53317E-21
270,3,4.21107E-23,1.14558E-21,5.74033E-22
271,0,9.98852E-24,2.32582E-22,2.29784E-23
271,1,-5.98628E-24,-2.07681E-22,-2.11222E-22
271,2,-1.09891E-23,-3.34091E-22,-2.51411E-22
271,3,-1.01081E-23,-2.96678E-22,-2.00524E-22
272,0,-7.02899E-24,-2.01523E-22,-1.25615E-22
272,1,-3.86716E-24,-1.08027E-22,-6.08826E-23
272,2,-1.52023E-24,-4.03264E-23,-1.77457E-23
272,3,-1.4079E-25,-1.48181E-24,4.87032E-24
273,0,4.67839E-25,1.49903E-23,1.2921E-23
273,1,5.94052E-25,1.77808E-23,1.27824E-23
273,2,4.86744E-25,1.41604E-23,9.29229E-24
273,3,3.11621E-25,8.85943E-24,5.35255E-24
274,0,1.55466E-25,4.28661E-24,2.28481E-24
274,1,4.90997E-26,1.24318E-24,4.01764E-25
274,2,-8.09594E-27,-3.50039E-25,-4.85315E-25
274,3,-2.95793E-26,-9.15255E-25,-7.21985E-25
275,0,-3.051E-26,-9.03262E-25,-6.25896E-25
275,1,-2.26839E-26,-6.55634E-25,-4.17864E-25
275,2,-1.33418E-26,-3.77052E-25,-2.19371E-25
275,3,-5.90356E-27,-1.60626E-25,-7.82416E-26
276,0,-1.29758E-27,-2.83306E-26,9.33971E-28
276,1,8.23444E-28,3.31833E-26,3.26005E-26
276,2,1.24949E-27,4.83722E-26,3.51803E-26
276,3,7.74741E-28,3.99458E-26,2.39483E-26
277,0,5.41133E-29,2.42409E-26,9.25163E-27
277,1,-3.71087E-28,1.12667E-26,-2.43443E-27
277,2,5.275E-30,6.5692E-27,-6.50956E-27
277,3,1.68416E-27,1.30098E-26,1.38765E-27
278,0,5.05209E-27,3.13342E-26,2.57098E-26
278,1,1.00549E-26,5.89851E-26,6.92364E-26
278,2,1.56154E-26,8.71311E-26,1.28592E-25
278,3,1.88553E-26,9.66174E-26,1.86956E-25
279,0,1.43771E-26,5.47293E-26,2.0518E-25
279,1,-5.83045E-27,-8.36102E-26,1.15031E-25
279,2,-5.09137E-26,-3.64612E-25,-1.78041E-25
279,3,-1.26835E-25,-8.07481E-25,-7.70951E-25
280,0,-2.27995E-25,-1.35377E-24,-1.70345E-24
280,1,-3.24491E-25,-1.79529E-24,-2.85135E-24
280,2,-3.47088E-25,-1.69702E-24,-3.77476E-24
280,3,-1.76436E-25,-3.58097E-25,-3.55643E-24
281,0,3.50467E-25,3.11E-24,-7.20689E-25
281,1,1.39633E-24,9.47267E-24,6.59987E-24
281,2,3.01755E-24,1.8701E-23,2.00075E-23
281,3,4.97704E-24,2.88654E-23,3.94235E-23
282,0,6.48227E-24,3.46954E-23,6.07589E-23
282,1,5.9129E-24,2.62672E-23,7.2886E-23
282,2,6.99577E-25,-1.11475E-23,5.48902E-23
282,3,-1.23529E-23,-9.43288E-23,-2.42213E-23
283,0,-3.58786E-23,-2.34126E-22,-1.99682E-22
283,1,-6.94458E-23,-4.20014E-22,-4.94108E-22
283,2,-1.05495E-22,-5.96646E-22,-8.84946E-22
283,3,-1.24145E-22,-6.36277E-22,-1.25512E-21
284,0,-8.86475E-23,-3.19115E-22,-1.33513E-21
284,1,5.4667E-23,6.54439E-22,-6.61995E-22
284,2,3.65521E-22,2.5824E-21,1.39432E-21
284,3,8.79511E-22,5.56554E-21,5.45871E-21
285,0,1.55082E-21,9.16262E-21,1.1738E-20
285,1,2.16664E-21,1.19089E-20,1.92948E-20
285,2,2.24871E-21,1.08167E-20,2.50343E-20
285,3,9.87648E-22,1.15757E-21,2.26573E-20
286,0,-2.7008E-21,-2.29359E-20,2.20901E-21
286,1,-9.86147E-21,-6.6275E-20,-4.86399E-20
286,2,-2.07659E-20,-1.27996E-19,-1.39954E-19
286,3,-3.36408E-20,-1.94083E-19,-2.69795E-19
287,0,-4.29215E-20,-2.27831E-19,-4.08474E-19
287,1,-3.74938E-20,-1.61526E-19,-4.7851E-19
287,2,-4.43135E-23,1.03533E-19,-3.37212E-19
287,3,9.04846E-20,6.76882E-19,2.23094E-19
288,0,2.50533E-19,1.62314E-18,1.43234E-18
288,1,4.74711E-19,2.85647E-18,3.42502E-18
288,2,7.08377E-19,3.98311E-18,6.01773E-18
288,3,8.13326E-19,4.12075E-18,8.37782E-18
289,0,5.39105E-19,1.77906E-18,8.64408E-18
289,1,-4.73446E-19,-5.03445E-18,3.67765E-18
289,2,-2.61311E-18,-1.82326E-17,-1.07109E-17
289,3,-6.08792E-18,-3.82945E-17,-3.8531E-17
290,0,-1.05342E-17,-6.19232E-17,-8.07547E-17
290,1,-1.44423E-17,-7.88367E-17,-1.30383E-16
290,2,-1.45139E-17,-6.85459E-17,-1.65698E-16
290,3,-5.26763E-18,8.08141E-19,-1.43504E-16
291,0,2.04956E-17,1.67884E-16,3.26233E-18
291,1,6.94533E-17,4.62684E-16,3.55819E-16
291,2,1.4269E-16,8.74819E-16,9.76884E-16
291,3,2.27069E-16,1.30303E-15,1.84376E-15
292,0,2.83614E-16,1.4922E-15,2.74206E-15
292,1,2.36198E-16,9.80929E-16,3.13334E-15
292,2,-3.16759E-17,-8.91222E-16,2.04539E-15
292,3,-6.5846E-16,-4.83706E-15,-1.91116E-15
293,0,-1.74581E-15,-1.12333E-14,-1.02322E-14
293,1,-3.24048E-15,-1.94002E-14,-2.37002E-14
293,2,-4.74946E-15,-2.65458E-14,-4.08658E-14
293,3,-5.31372E-15,-2.65859E-14,-5.58265E-14
294,0,-3.22875E-15,-9.42878E-15,-5.57499E-14
294,1,3.90518E-15,3.81521E-14,-1.93838E-14
294,2,1.86106E-14,1.28375E-13,8.10781E-14
294,3,4.20694E-14,2.63094E-13,2.71235E-13
295,0,7.14575E-14,4.1791E-13,5.54738E-13
295,1,9.61013E-14,5.20818E-13,8.79831E-13
295,2,9.3287E-14,4.31501E-13,1.09445E-12
295,3,2.59439E-14,-6.43796E-14,9.02813E-13
296,0,-1.53634E-13,-1.22094E-12,-1.46209E-13
296,1,-4.87894E-13,-3.2235E-12,-2.58638E-12
296,2,-9.79027E-13,-5.97086E-12,-6.80475E-12
296,3,-1.53052E-12,-8.73509E-12,-1.25826E-11
297,0,-1.86996E-12,-9.74616E-12,-1.83794E-11
297,1,-1.47668E-12,-5.86436E-12,-2.046E-11
297,2,4.32072E-13,7.32225E-12,-1.22095E-11
297,3,4.76434E-12,3.44368E-11,1.56524E-11
298,0,1.21417E-11,7.76127E-11,7.28249E-11
298,1,2.20899E-11,1.31581E-10,1.63725E-10
298,2,3.17945E-11,1.76607E-10,2.77138E-10
298,3,3.46126E-11,1.708E-10,3.71353E-10
299,0,1.89595E-11,4.59205E-11,3.58027E-10
299,1,-3.1172E-11,-2.85665E-10,9.34697E-11
299,2,-1.32089E-10,-9.01579E-10,-6.06518E-10
299,3,-2.90241E-10,-1.80488E-09,-1.90448E-09
300,0,-4.84066E-10,-2.81644E-09,-3.80514E-09
300,1,-6.3831E-10,-3.43314E-09,-5.92877E-09
300,2,-5.96799E-10,-2.69539E-09,-7.21303E-09
300,3,-1.0917E-10,8.36722E-10,-5.6354E-09
301,0,1.14008E-09,8.82938E-09,1.8344E-09
301,1,3.41911E-09,2.24142E-08,1.86953E-08
301,2,6.70763E-09,4.06967E-08,4.73083E-08
301,3,1.03015E-08,5.84663E-08,8.57517E-08
302,0,1.23008E-08,6.34644E-08,1.23002E-07
302,1,9.14937E-09,3.43551E-08,1.33194E-07
302,2,-4.40427E-09,-5.82861E-08,7.13826E-08
302,3,-3.42995E-08,-2.44335E-07,-1.24316E-07
303,0,-8.42843E-08,-5.35369E-07,-5.16561E-07
303,1,-1.50378E-07,-8.91232E-07,-1.12922E-06
303,2,-2.12505E-07,-1.17281E-06,-1.8769E-06
303,3,-2.24728E-07,-1.09213E-06,-2.46568E-06
304,0,-1.08422E-07,-1.8838E-07,-2.28831E-06
304,1,2.43008E-07,2.11787E-06,-3.74593E-07
304,2,9.34561E-07,6.31666E-06,4.49317E-06
304,3,1.99924E-06,0.000012364,1.33406E-05
305,0,3.27467E-06,1.89539E-05,2.60632E-05
305,1,4.23162E-06,2.25781E-05,0.000039894
305,2,3.79793E-06,1.66834E-05,4.74267E-05
305,3,2.85066E-07,-8.38884E-06,3.48509E-05
306,0,-8.3891E-06,-0.000063534,-1.81576E-05
306,1,-2.39066E-05,-0.000155565,-0.000134473
306,2,-0.000045891,-0.000277005,-0.00032829
306,3,-6.92356E-05,-0.000390706,-0.000583609
307,0,-0.000080717,-0.00041191,-0.000821856
307,1,-5.60786E-05,-0.000195827,-0.000864229
307,2,3.98565E-05,0.000453445,-0.000405753
307,3,0.000245826,0.00172819,0.000965524
308,0,0.000584033,0.00368716,0.00365273
308,1,0.00102231,0.00602826,0.00777603
308,2,0.00141798,0.00777349,0.0126938
308,3,0.00145391,0.0069461,0.01634
309,0,0.000597156,0.000438717,0.0145469
309,1,-0.00186081,-0.0155717,0.000772867
309,2,-0.00659306,-0.0441565,-0.0330148
309,3,-0.0137502,-0.0845773,-0.0932397
310,0,-0.0221223,-0.127368,-0.178267
310,1,-0.0279972,-0.148116,-0.268051
310,2,-0.0240247,-0.10213,-0.31106
310,3,0.00116694,0.0752806,-0.213121
311,0,0.0612876,0.455154,0.161869
